"S0365-05962006000300002-scl","Sarcomas cutâneos primários","Fleury Jr, Luiz Fernando Fróes, Sanches Jr, José Antonio","Anais Brasileiros de Dermatologia; 81(3); 207-221","Anais Brasileiros de Dermatologia","Inglês, Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0365-05962006000300002&lang=pt" 
"S0103-50532006000300004-scl","Enhanced photocatalytic reduction of Hg(II) in aqueous medium by 2-aminothiazole-modified TiO2 particles","Cristante, Valtair M., Araujo, Adriana B., Jorge, Sônia M. A., Florentino, Ariovaldo O., Valente, José P. S., Padilha, Pedro M.","Journal of the Brazilian Chemical Society; 17(3); 453-457","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300004&lang=pt" 
"S0100-40422006000300002-scl","Atividades larvicida e anticolinesterásica de plantas do gênero Kalanchoe","Trevisan, Maria Teresa Salles, Bezerra, Maria Zeneide Barbosa, Santiago, Gilvandete Maria Pinheiro, Feitosa, Chistiane Mendes, Verpoorte, Robert, Braz Filho, Raimundo","Química Nova; 29(3); 415-418","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300002&lang=pt" 
"S0100-40422006000300004-scl","Arqueologia biomolecular: passos preliminares para interpretações sobre a origem dos resíduos orgânicos preservados em fragmentos de cerâmica pré-colonial no Brasil","Hansel, Fabrício Augusto, Mireski, Sandro Lucio, Madureira, Luiz Augusto dos Santos, Fossari, Teresa Domitila","Química Nova; 29(3); 422-428","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300004&lang=pt" 
"S0100-40422006000300036-scl","A importância da Química Analítica Qualitativa nos cursos de Química das instituições de ensino superior brasileiras","","Química Nova; 29(3); 630-630","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300036&lang=pt" 
"S0100-40422006000300001-scl","","","Química Nova; 29(3); -","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300001&lang=pt" 
"S0100-40422006000300003-scl","Decolorization and toxicity of municipal waste by horseradish (Cochlearia armoracia)","Dellamatrice, Priscila Maria, Monteiro, Regina Teresa Rosim","Química Nova; 29(3); 419-421","Química Nova","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300003&lang=pt" 
"S0100-40422006000300006-scl","Determination of ochratoxin A in coriander (Coriandrum sativum L.) by HPCL/fluorescence detection","Lino, Celeste Matos, Baeta, Lurdes, Pena, Angelina Simões, Silveira, Irene Noronha","Química Nova; 29(3); 436-439","Química Nova","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300006&lang=pt" 
"S0100-40422006000300010-scl","Determinação da origem biossintética de ácido acético através da técnica &quot;Site Specific Natural Isotopic Fractionation Studied by Nuclear Magnetic Resonance (SNIF-NMR)&quot;","Boffo, Elisangela Fabiana, Ferreira, Antonio Gilberto","Química Nova; 29(3); 456-458","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300010&lang=pt" 
"S0100-40422006000300009-scl","Constituintes químicos de Galianthe brasiliensis (RUBIACEAE)","Moura, Vagner Marques de, Santos, Daniela Pereira dos, Santin, Silvana Maria de Oliveira, Carvalho, João Ernesto de, Foglio, Mary Ann","Química Nova; 29(3); 452-455","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300009&lang=pt" 
"S0100-40422006000300017-scl","Adsorção de íons dicromato nos compósitos celulose/ZrO2.nH2O preparados pelos métodos da precipitação convencional e em solução homogênea","Mulinari, Daniella Regina, Silva, Gilberto Luís J. P. da, Silva, Maria Lúcia Caetano P. da","Química Nova; 29(3); 496-500","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300017&lang=pt" 
"S0100-40422006000300012-scl","Composition and antifungal activity of essential oils from Piper aduncum, Piper arboreum and Piper tuberculatum","Navickiene, Hosana M. Debonsi, Morandim, Andréia de A., Alécio, Alberto C., Regasini, Luís O., Bergamo, Debora Cristina B., Telascrea, Marcelo, Cavalheiro, Alberto J., Lopes, Márcia N., Bolzani, Vanderlan da S., Furlan, Maysa, Marques, Márcia O. M., Young, Maria C. M., Kato, Massuo J.","Química Nova; 29(3); 467-470","Química Nova","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300012&lang=pt" 
"S0100-40422006000300016-scl","Chemical study of leaves of Chrysophyllum marginatum (Hook. &amp; Arn.) Radlk (Sapotaceae)","Silva, Viviane Cândida da, Lopes, Márcia Nasser, Bolzani, Vanderlan da Silva","Química Nova; 29(3); 493-495","Química Nova","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300016&lang=pt" 
"S0100-40422006000300015-scl","Cinética e caracterização físico-química do fermentado do pseudofruto do caju (Anacardium occidentale L.)","Torres Neto, Alberto B., Silva, Moacir Epifânio da, Silva, Wagner Barros, Swarnakar, Ramdayal, Silva, Flávio Luiz Honorato da","Química Nova; 29(3); 489-492","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300015&lang=pt" 
"S0100-40422006000300019-scl","Taninos hidrolisáveis em Bixa orellana L.","Lima, Ricardo Jorge Cruz, Moreno, Antonio Jeferson de Deus, Castro, Solange Fernanda Loureiro de, Gonçalves, José de Ribamar Santos, Olivera, Antonio Benedito de, Sasaki, José Marcos, Freire, Paulo de Tarso Cavalcante","Química Nova; 29(3); 507-509","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300019&lang=pt" 
"S0100-40422006000300022-scl","Uso do Blue Rayon para extração/concentração de compostos policíclicos em amostras ambientais","Kummrow, Fábio, Umbuzeiro, Gisela de Aragão","Química Nova; 29(3); 528-534","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300022&lang=pt" 
"S0100-40422006000300025-scl","Gênero Calophyllum: importância química e farmacológica","Noldin, Vânia Floriani, Isaias, Daniela Buffon, Cechinel Filho, Valdir","Química Nova; 29(3); 549-554","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300025&lang=pt" 
"S0100-40422006000300029-scl","Desenvolvimento de um equipamento para avaliação do efeito do etanol na pressão de vapor e entalpia de vaporização em gasolinas automotivas","Cataluña, Renato, Silva, Rosângela","Química Nova; 29(3); 580-585","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300029&lang=pt" 
"S0100-40422006000300028-scl","Heterociclos 1,2,3-triazólicos: histórico, métodos de preparação, aplicações e atividades farmacológicas","Melo, Júlio O. F., Donnici, Claudio Luis, Augusti, Rodinei, Ferreira, Vitor F., Souza, Maria Cecília B. V. de, Ferreira, Maria Lourdes G., Cunha, Anna C.","Química Nova; 29(3); 569-579","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300028&lang=pt" 
"S0100-40422006000300033-scl","Estudo do comportamento fotocrómico de um naftopirano: uma experiência simples ilustrativa do fotocromismo","Coelho, Paulo J.","Química Nova; 29(3); 607-610","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300033&lang=pt" 
"S0101-31572006000200004-scl","The contagion effect of public debt on monetary policy: the Brazilian experience","Barbosa, Fernando de Holanda","Revista de Economia Política; 26(2); 231-238","Revista de Economia Política","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572006000200004&lang=pt" 
"S0101-31572006000200009-scl","Mercado de Capitais e Crescimento Econômico-lições internacionais, desafios brasileiros","Gonzalez, Lauro","Revista de Economia Política; 26(2); 317-319","Revista de Economia Política","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-31572006000200009&lang=pt" 
"S0103-50532006000300026-scl","Synthesis of N-Methyl-N-formyltyramine, a new beta-phenethylamide derivative isolated from Cyathobasis fruticulosa (Bunge) Aellen","Larghi, Enrique L., Kaufman, Teodoro S.","Journal of the Brazilian Chemical Society; 17(3); 599-602","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300026&lang=pt" 
"S0103-50532006000300013-scl","New extraction technique for alkaloids","Djilani, Abdelouaheb, Legseir, Belgacem, Soulimani, Rachid, Dicko, Amadou, Younos, Chaffique","Journal of the Brazilian Chemical Society; 17(3); 518-520","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300013&lang=pt" 
"S0103-50532006000300007-scl","Preparation of a silica gel modified with 2-amino-1,3,4-thiadiazole for adsorption of metal ions and electroanalytical application","Dias Filho, Newton L., Caetano, Laércio, Carmo, Devaney R. do, Rosa, André H.","Journal of the Brazilian Chemical Society; 17(3); 473-481","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300007&lang=pt" 
"S0103-50532006000300008-scl","Molybdenum (VI) binded to humic and nitrohumic acid models in aqueous solutions. Salicylic, 3-nitrosalicylic, 5-nitrosalicylic and 3,5 dinitrosalicylic acids: part 2","Mercê, Ana Lucia R., Lopes, Priscilla P., Mangrich, Antonio S., Levy, Noel M.","Journal of the Brazilian Chemical Society; 17(3); 482-490","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300008&lang=pt" 
"S0103-50532006000300009-scl","Sequential injection analysis as a tool for on-line monitoring the sorption of fulvic acid onto modified vermiculite","Abate, Gilberto, Santos, Luciana B. O. dos, Colombo, Sandro M., Masini, Jorge C.","Journal of the Brazilian Chemical Society; 17(3); 491-496","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300009&lang=pt" 
"S0103-50532006000300010-scl","Two different modes for copper(II) ion coordination to quinine-type ligands","Rey, Nicolás A., Santos, Karina C. dos, Menezes, Maria Â. B. C., Mangrich, Antonio S., Pereira-Maia, Elene C.","Journal of the Brazilian Chemical Society; 17(3); 497-504","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300010&lang=pt" 
"S0103-50532006000300011-scl","Novel oxidation of aromatic aldehydes catalyzed by Preyssler&#039;s anion, [NaP5W30O110]14-","Bamoharram, F. F., Roshani, M., Alizadeh, M. H., Razavi, H., Moghayadi, M.","Journal of the Brazilian Chemical Society; 17(3); 505-509","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300011&lang=pt" 
"S0103-50532006000300012-scl","Voltammetric studies on the interaction of orange G with proteins: analytical applications","Sun, Wei, Han, Junying, Ren, Yong, Jiao, Kui","Journal of the Brazilian Chemical Society; 17(3); 510-517","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300012&lang=pt" 
"S0103-50532006000300014-scl","Minimization of sample pretreatment for Al, Cu and Fe determination in coconut water by electrothermal atomic absorption spectrometry","Naozuka, Juliana, Oliveira, Pedro V.","Journal of the Brazilian Chemical Society; 17(3); 521-526","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300014&lang=pt" 
"S0103-50532006000300015-scl","Long chain alkyl and alkenyl phenols from the roots of Ozoroa insignis","Liu, Yonghong, Abreu, Pedro J. M.","Journal of the Brazilian Chemical Society; 17(3); 527-532","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300015&lang=pt" 
"S0103-50532006000300016-scl","Relationship between the dielectric and mechanical properties and the ratio of epoxy resin to hardener of the hybrid thermosetting polymers","Dias Filho, Newton Luiz, Aquino, Hermes Adolfo de, Pires, Geovanna, Caetano, Laércio","Journal of the Brazilian Chemical Society; 17(3); 533-541","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300016&lang=pt" 
"S0103-50532006000300017-scl","Limonoids from andiroba oil and Cedrela fissilis and their insecticidal activity","Ambrozin, Alessandra R. P., Leite, Ana C., Bueno, Fabiana C., Vieira, Paulo C., Fernandes, João B., Bueno, Odair C., Silva, M. Fátima das G. Fernandes da, Pagnocca, Fernando C., Hebling, M. José A., Bacci Jr., Maurício","Journal of the Brazilian Chemical Society; 17(3); 542-547","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300017&lang=pt" 
"S0103-50532006000300018-scl","Immobilized stearic acid as a new sorbent for on-line preconcentration and determination of lead by flow injection flame atomic absorption spectrometry","Dadfarnia, Shayessteh, Shabani, Ali Mohammed Haji, Dehghani, Zahra","Journal of the Brazilian Chemical Society; 17(3); 548-554","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300018&lang=pt" 
"S0103-50532006000300019-scl","Electrophysiological responses of eucalyptus brown looper Thyrinteina arnobia to essential oils of seven Eucalyptus species","Batista-Pereira, Luciane G., Fernandes, João B., Corrêa, Arlene G., Silva, M. Fátima G. F. da, Vieira, Paulo C.","Journal of the Brazilian Chemical Society; 17(3); 555-561","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300019&lang=pt" 
"S0103-50532006000300020-scl","Development of nanocapsule suspensions and nanocapsule spray-dried powders containing melatonin","Schaffazick, Scheila R., Pohlmann, Adriana R., Mezzalira, Graziela, Guterres, Sílvia S.","Journal of the Brazilian Chemical Society; 17(3); 562-569","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300020&lang=pt" 
"S0103-50532006000300021-scl","Synthesis of new N-Benzoxazole and N-Benzothiazole derivatives of 3-(4-Substituted- phenyl)aminoisoxazol-5(2H)-ones and comparison of their base induced rearrangement","Khalafy, Jabbar, Marjani, Ahmad Poursattar, Ebrahimlo, Ali Reza Molla","Journal of the Brazilian Chemical Society; 17(3); 570-576","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300021&lang=pt" 
"S0103-50532006000300023-scl","Characterization of the coal derived humic acids from Mukah, Sarawak as soil conditioner","Fong, Sim Siong, Seng, Lau, Chong, Wong Nan, Asing, Janice, Nor, Muhammad Faizal b Md, Pauzan, Amira Satirawaty bt Mohd","Journal of the Brazilian Chemical Society; 17(3); 582-587","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300023&lang=pt" 
"S0103-50532006000300024-scl","Optimization of mobile phase for separation of carbohydrates in honey by high performance liquid chromatography using a mixture design","Cano, Cristiane B., Felsner, Maria L., Bruns, Roy E., Matos, Jivaldo R., Almeida-Muradian, Lígia B.","Journal of the Brazilian Chemical Society; 17(3); 588-593","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300024&lang=pt" 
"S0103-50532006000300025-scl","Multivariate regression models for the simultaneous quantitative analysis of calcium and magnesium carbonates and magnesium oxide through drifts data","Marder, Luciano, Tomedi, Paulo, Ferrão, Marco F., Jablonski, André, Davanzo, Celso U.","Journal of the Brazilian Chemical Society; 17(3); 594-598","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300025&lang=pt" 
"S0103-50532006000300027-scl","Devulcanization of styrenebutadiene (SBR) waste tire by controlled oxidation","Rios, Rachel R.V.A., Gontijo, Manuela, Ferraz, Vany P., Lago, Rochel M., Araujo, Maria Helena","Journal of the Brazilian Chemical Society; 17(3); 603-608","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300027&lang=pt" 
"S0103-50532006000300029-scl","Ammonium chlorochromate adsorbed on alumina for cleavage of semicarbazones and phenylhydrazones under classical heating and microwave irradiation in solvent-free system","Heravi, Majid M., Sabaghian, Ali J., Bakhtiari, Khadijeh, Ghassemzadeh, Mitra","Journal of the Brazilian Chemical Society; 17(3); 614-616","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300029&lang=pt" 
"S0103-50532006000300003-scl","Structure and properties of Ti4+-ureasil organic-inorganic hybrids","Molina, Celso, Dahmouche, Karim, Hammer, Peter, Bermudez, Verónica de Zea, Carlos, Luís D., Ferrari, Maurizio, Montagna, Maurizio, Gonçalves, Rogéria R., Oliveira, Luiz. F. C. de, Edwards, Howell. G. M., Messaddeq, Younes, Ribeiro, Sidney J. L.","Journal of the Brazilian Chemical Society; 17(3); 443-452","Journal of the Brazilian Chemical Society","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-50532006000300003&lang=pt" 
"S0100-40422006000300005-scl","Estudo multivariado de solos urbanos da cidade de Teresina","Moura, Márcio Cleto Soares de, Lopes, Ana Nídia Cunha, Moita, Graziella Ciaramella, Moita Neto, José Machado","Química Nova; 29(3); 429-435","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300005&lang=pt" 
"S0100-40422006000300007-scl","A novel method for fast enrichment and monitoring of hexavalent and trivalent chromium at the ppt level with modified silica MCM-41 and its determination by inductively coupled plasma optical emission spectrometry","Ganjali, Mohammad Reza, Babaei, Leila Hajiagha, Badiei, Alireza, Saberian, Kamal, Behbahani, Seiedmahmoudreza, Ziarani, Ghodsi Mohammadi, Salavati- Niasari, Masoud","Química Nova; 29(3); 440-443","Química Nova","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300007&lang=pt" 
"S0100-40422006000300011-scl","Caracterização química do &quot;pitch&quot; em indústria de celulose e papel de Eucalyptus","Cruz, Mariluze P., Barbosa, Luiz C. A., Maltha, Célia R. A., Gomide, José L., Milanez, Augusto F.","Química Nova; 29(3); 459-466","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300011&lang=pt" 
"S0100-40422006000300013-scl","Composição química da chuva e aporte atmosférico na Ilha Grande, RJ","Souza, Patricia Alexandre de, Mello, William Zamboni de, Maldonado, Juan, Evangelista, Heitor","Química Nova; 29(3); 471-476","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300013&lang=pt" 
"S0100-40422006000300014-scl","Determinação de hidrocarbonetos voláteis e semi-voláteis na atmosfera","Alves, Célia, Pio, Casimiro, Gomes, Paulo","Química Nova; 29(3); 477-488","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300014&lang=pt" 
"S0100-40422006000300018-scl","O emprego de quitosana quimicamente modificada com anidrido succínico na adsorção de azul de metileno","Lima, Ilauro S., Ribeiro, Emerson S., Airoldi, Claudio","Química Nova; 29(3); 501-506","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300018&lang=pt" 
"S0100-40422006000300020-scl","Evaluación de la reactividad de sulfuros de hierro y residuos mineros: una metodología basada en la aplicación de la voltamperometría cíclica","Monroy, Roel Cruz y Marcos, González, Ignacio","Química Nova; 29(3); 510-519","Química Nova","Espanhol","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300020&lang=pt" 
"S0100-40422006000300021-scl","Cloreto isocianúrico e cloreto cianúrico: aspectos gerais e aplicações em síntese orgânica","Cunha, Anna Claudia, Paixão, Fernanda Menezes da, Souza, Maria Cecília B. V. de, Ferreira, Vitor Francisco","Química Nova; 29(3); 520-527","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300021&lang=pt" 
"S0100-40422006000300024-scl","Efeito da composição do solvente sobre a estabilidade de proteínas em soluções aquosas","Fonseca, Lúbia Cristina, Corrêa, Natássia Caroline Resende, Garrote-Filho, Mario da Silva, Cunha, Cleine Chagas da, Penha-Silva, Nilson","Química Nova; 29(3); 543-548","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300024&lang=pt" 
"S0100-40422006000300026-scl","Inibidores da HIV-integrase: potencial abordagem farmacológica para tratamento da AIDS","Melo, Eduardo Borges de, Bruni, Aline Thaís, Ferreira, Márcia Miguel Castro","Química Nova; 29(3); 555-562","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300026&lang=pt" 
"S0100-40422006000300030-scl","Determinação de resíduos de cloranfenicol em amostras de leite e mel industrializados utilizando a técnica de espectrometria de massas em &quot;tandem&quot; (CLAE-EM/EM)","Martins Júnior, Helio Alves, Bustillos, Oscar Vega, Pires, Maria Aparecida Faustino, Lebre, Daniel Temponi, Wang, Alexandre Yautin","Química Nova; 29(3); 586-592","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300030&lang=pt" 
"S0100-40422006000300031-scl","Titulação potenciométrica aplicada na determinação de ácidos graxos livres de óleos e gorduras comestíveis","Osawa, Cibele Cristina, Gonçalves, Lireny Ap. Guaraldo, Ragazzi, Sidnei","Química Nova; 29(3); 593-599","Química Nova","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0100-40422006000300031&lang=pt" 
"S0001-37652006000200008-scl","Secretory organelles of pathogenic protozoa","Souza, Wanderley de","Anais da Academia Brasileira de Ciências; 78(2); 271-292","Anais da Academia Brasileira de Ciências","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0001-37652006000200008&lang=pt" 
"S0798-72692006000200008-ven","Efecto del tamaño de las microalgas sobre la tasa de ingestión en larvas de Artemia franciscana (Kellog, 1906)","Díaz, Arnulfo H, Ramírez Ayvar, Alejandro, Godínez Siordia, Daniel, Gallo García, Carmen","Zootecnia Tropical; 24(2); 193-203","Zootecnia Tropical","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692006000200008&lang=pt" 
"S0798-72692006000200005-ven","Níveis de energia digestível na dieta de piauçu (Leporinus macrocephalus) no desenvolvimento testicular em estágio pós-larval","Navarro, Rodrigo Diana, Pinto da Matta, Sérgio Luis, Teixeira Lanna, Eduardo Arruda, Lopes Donzele, Juarez, Souza Rodrigues, Sirlene, Fortes da Silva, Rodrigo, Calado, Leonardo Luiz, Ribeiro Filho, Oswaldo Pinto","Zootecnia Tropical; 24(2); 153-163","Zootecnia Tropical","Português","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692006000200005&lang=pt" 
"S0798-72692006000200004-ven","Efeito de soluções nutritivas na produção e qualidade nutricional da forragem hidropônica de trigo (Triticum aestivum L.)","Müller, Liziany, Manfron, Paulo Augusto, Santos, Osmar S., Petter Medeiros, Sandro Luís, Neto, Durval Dourado, Morselli, Tânia B. G. A., Lopes da Luz, Gean, Hedlund Bandeira, Andrieli","Zootecnia Tropical; 24(2); 137-152","Zootecnia Tropical","Português","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692006000200004&lang=pt" 
"S0798-72692006000200007-ven","Índice de condición de los mejillones Perna perna y Perna viridis (Bivalvia:Mytilidae) bajo un sistema suspendido de cultivo en la Ensenada de Turpialito, Golfo de Cariaco, Venezuela","Acosta, Vanessa, Prieto, Antulio, Lodeiros, Cesar","Zootecnia Tropical; 24(2); 177-192","Zootecnia Tropical","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692006000200007&lang=pt" 
"S0798-72692006000200006-ven","Comparação morfometrica e índices somáticos de machos e fêmeas do lambari prata (Astayanax scabripinnis Jerenyns, 1842) em diferente sistema de cultivo","Navarro, Rodrigo Diana, Fortes da Silva, Rodrigo, Ribeiro Filho, Oswaldo Pinto, Calado, Leonardo Luiz, Pereira Rezende, Fabrício, Siqueira Silva, Cynthia, Santos, Luiz Carlos","Zootecnia Tropical; 24(2); 165-176","Zootecnia Tropical","Português","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692006000200006&lang=pt" 
"S0798-72692006000200001-ven","Uso estratégico de la caña de azúcar (Saccharum officinarum) en novillas mestizas gestantes","Espinoza, Freddy, Argenti, Patricia, Carrillo, Cristhian, Araque, César, Torres, Adolfo, Valle, Alberto","Zootecnia Tropical; 24(2); 95-107","Zootecnia Tropical","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692006000200001&lang=pt" 
"S0798-72692006000200003-ven","Evaluación de la sostenibilidad de dos modelos ganaderos de la llanura deprimida salina de Tucumán, Argentina","Nasca, José A, Toranzos, Manuela, Banegas, Natalia R","Zootecnia Tropical; 24(2); 121-136","Zootecnia Tropical","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692006000200003&lang=pt" 
"S0798-72692006000200002-ven","Comportamiento productivo y reproductivo de tres genotipos bovinos en la región del Soconusco, Chiapas, México","Martínez-Tinajero, Jaime Jorge, Aguirre-Medina, Juan Francisco, Martínez-Priego, Gilberto, Torres-Hernández, Glafiro","Zootecnia Tropical; 24(2); 109-120","Zootecnia Tropical","Espanhol","2006","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0798-72692006000200002&lang=pt" 
"S1516-14392006000200017-scl","Preparation of electrodeposited cobalt nanowires","Caffarena, Valeska da Rocha, Capitaneo, Jefferson Leixas, Simão, Renata Antoun, Guimarães, Alberto Passos","Materials Research; 9(2); 205-208","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200017&lang=pt" 
"S1516-14392006000200016-scl","Effect of surface deposited rare earth oxide gel characteristics on cyclic oxidation behavior of Fe20-Cr alloys","Fernandes, Stela Maria Cristina, Ramanathan, Lalgudi Venkataraman","Materials Research; 9(2); 199-203","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200016&lang=pt" 
"S1516-14392006000200009-scl","Nanomechanical properties of rough surfaces","Souza, Gelson Biscaia de, Foerster, Carlos Eugênio, Silva, Silvio Luiz Rutz da, Lepienski, Carlos Maurício","Materials Research; 9(2); 159-163","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200009&lang=pt" 
"S1516-14392006000200006-scl","Fracture toughness of Si3N4 processed by gas pressure sintering and hot pressing","Rocha, Cláudio V., Costa, Célio A.","Materials Research; 9(2); 143-146","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200006&lang=pt" 
"S1516-14392006000200005-scl","Effect of temperature on the level of corrosion caused by heavy petroleum on AISI 304 and AISI 444 stainless steel","Machado, João Paulo Sampaio Eufrásio, Silva, Cleiton Carvalho, Sobral-Santiago, Ana Vládia Cabral, Sant&#039;Ana, Hosiberto Batista de, Farias, Jesualdo Pereira","Materials Research; 9(2); 137-142","Materials Research","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1516-14392006000200005&lang=pt" 
