"S0188-76532011000200009-mex","¿Ilegalidad justificada?: clientelismo controlado en la administración chilena","Moriconi Bezerra, Marcelo","Perfiles latinoamericanos; 19(38); 227-247","Perfiles latinoamericanos","Espanhol","2011","http://www.scielo.org.mx/scielo.php?script=sci_arttext&pid=S0188-76532011000200009&lang=pt" 
"S0048-77322011000400003-ven","Restricción del crecimiento fetal: factores de riesgo","Scucces, María","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 231-239","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400003&lang=pt" 
"S0048-77322011000400008-ven","XXV Jornada Nacional de Obstetricia y Ginecología","Sánchez R, Williams J","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 284-285","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400008&lang=pt" 
"S0048-77322011000400009-ven","XXV Jornada Nacional de Obstetricia y Ginecología: Discurso de orden","Pérez D’Gregorio, Rogelio","Revista de Obstetricia y Ginecología de Venezuela; 71(4); 285-286","Revista de Obstetricia y Ginecología de Venezuela","Espanhol","2011","http://www.scielo.org.ve/scielo.php?script=sci_arttext&pid=S0048-77322011000400009&lang=pt" 
"S1517-75992011000200001-scl","Editorial","Borém, Fausto, Scarinci, Silvana","Per Musi; (24); i-ii","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200001&lang=pt" 
"S1517-75992011000200017-scl","Veni Sancte Spiritus: um moteto de José Maurício Nunes Garcia","Virmond, Marcos da Cunha Lopes, Nogueira, Lenita Waldige Mendes","Per Musi; (24); 167-171","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200017&lang=pt" 
"S1517-75992011000200015-scl","Maravilha e conhecimento na arte religiosa de Minas colonial","Viana, Fábio Henrique","Per Musi; (24); 143-150","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200015&lang=pt" 
"S1517-75992011000200012-scl","Figuras de retórica nos Responsórios para Quarta Feira Santa de Antônio dos Santos Cunha","Rocha, Edilson","Per Musi; (24); 110-124","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200012&lang=pt" 
"S1517-75992011000200011-scl","A Retórica do silêncio","Villavicencio, Cesar Marino","Per Musi; (24); 101-109","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200011&lang=pt" 
"S1517-75992011000200009-scl","Decoro, engenho e maravilha nos largos e igrejas de Santa Bárbara e Catas Altas","Bastos, Rodrigo Almeida","Per Musi; (24); 67-78","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200009&lang=pt" 
"S1517-75992011000200008-scl","&#039;Vamo fazê maravilha!&#039;: avaliação estético-ritual das performances do Reinado pelos congadeiros","Lucas, Glaura","Per Musi; (24); 62-66","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200008&lang=pt" 
"S1517-75992011000200004-scl","Orphée, figure du merveilleux dans l&#039;opéra baroque","Legrand, Raphaëlle","Per Musi; (24); 30-34","Per Musi","Francês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200004&lang=pt" 
"S1517-75992011000200013-scl","Por uma gramática aplicada à prática sonora cravística: duas vertentes nacionais para a compreensão do estilo nas execuções","Hora, Edmundo","Per Musi; (24); 125-134","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200013&lang=pt" 
"S1517-75992011000200018-scl","Veni Sancte Spiritus: partitura","Garcia, J. M. Nunes, Virmont, Marcos","Per Musi; (24); 172-182","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200018&lang=pt" 
"S1517-75992011000200014-scl","Sturm und Drang na música para teclado de Wilhelm Friedemann Bach: evidências reveladas na Polonaise No.4 em Ré menor","Rosa, Stella Almeida, Jank, Helena","Per Musi; (24); 135-142","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200014&lang=pt" 
"S1517-75992011000200002-scl","Maravilha e conhecimento de Tasso a Vico","Ardissimo, Erminia, Scarinci, Silvana","Per Musi; (24); 7-20","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200002&lang=pt" 
"S1517-75992011000200003-scl","Fenomenologia do maravilhoso na literatura italiana","Ardissimo, Erminia, Scarinci, Silvana","Per Musi; (24); 21-29","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200003&lang=pt" 
"S1517-75992011000200005-scl","A &quot;maravilha&quot; na poesia de Manuel Botelho de Oliveira","Muhana, Adma","Per Musi; (24); 35-42","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200005&lang=pt" 
"S1517-75992011000200006-scl","A experiência barroca e a identidade local na Semana Santa de Campanha, Minas Gerais","Reily, Suzel Ana","Per Musi; (24); 43-53","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200006&lang=pt" 
"S1517-75992011000200007-scl","A ordem Carmelita","Campos, Adalgisa Arantes","Per Musi; (24); 54-61","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200007&lang=pt" 
"S1517-75992011000200010-scl","The plague, a metal monster, and the wonder of Wanda: in pursuit of the performance style","Kjar, David","Per Musi; (24); 79-100","Per Musi","Inglês","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200010&lang=pt" 
"S1517-75992011000200016-scl","A prática musical religiosa no Brasil e em Portugal na segunda metade do século XVIII: paralelo e fundamentação para a interpretação vocal da música de José Joaquim Emerico Lobo de Mesquita","Oliveira, Katya Beatriz de, Rónai, Laura","Per Musi; (24); 151-166","Per Musi","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-75992011000200016&lang=pt" 
"S0104-40362011010500001-scl","Uma re-análise dos resultados do PISA: Problemas de comparabilidade","Klein, Ruben","Ensaio: Avaliação e Políticas Públicas em Educação; 19(73); -","Ensaio: Avaliação e Políticas Públicas em Educação","Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362011010500001&lang=pt" 
"S0104-40362011000500002-scl","Uma re-análise dos resultados do PISA: problemas de comparabilidade","Klein, Ruben","Ensaio: Avaliação e Políticas Públicas em Educação; 19(73); 717-768","Ensaio: Avaliação e Políticas Públicas em Educação","Inglês, Português","2011","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0104-40362011000500002&lang=pt" 
"S0120-48232011000200003-col","La metamorfosis epistémica del maestro de lengua española: un cambio necesario impuesto por la realidad contemporánea","CUBA LUJÁN, JORGE PANTALEÓN","Signo y Pensamiento; 30(59); 42-49","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200003&lang=pt" 
"S0120-48232011000200009-col","Medios, antimedios, sondas y clichés Revisitando a Marshall McLuhan, el explorador: Marshall McLuhan the Explorer, Revisited","ROCALLO DOW, SERGIO","Signo y Pensamiento; 30(59); 121-138","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200009&lang=pt" 
"S0120-48232011000200008-col","Inserción sociolaboral juvenil y competencias informacionales en la educación superior: desarrollos, tensiones y desafíos","GUALTEROS, NICOLÁS, MARCIALES VIVAS, GLORIA PATRICIA, CABRA TORRES, FABIOLA, MANCIPE FLECHAS, EDUARDO","Signo y Pensamiento; 30(59); 102-119","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200008&lang=pt" 
"S0120-48232011000200013-col","Nuevo profesionalismo y profesores: una reflexión a partir del análisis de las actuales políticas de &#039;profesionalización&#039; para la educación en Chile","SISTO, VICENTE","Signo y Pensamiento; 30(59); 178-192","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200013&lang=pt" 
"S0120-48232011000200010-col","Nuevas artes y oficios en Colombia","ORDÓÑEZ PAZ, ADRIANA J","Signo y Pensamiento; 30(59); 140-144","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200010&lang=pt" 
"S0120-48232011000200011-col","El documento musical en Colombia: la develación de una memoria oculta que la cartografía de prácticas musicales en Colombia ha convertido en una estrategia de investigación y conocimiento","QUEVEDO URREA, JAIME HUMBERTO","Signo y Pensamiento; 30(59); 146-154","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200011&lang=pt" 
"S0120-48232011000200016-col","Estado del arte de la nueva comunicación estratégica en Iberoamérica y Colombia","SALAS FORERO, CLAUDIA PATRICIA","Signo y Pensamiento; 30(59); 234-246","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200016&lang=pt" 
"S0120-48232011000200017-col","La comunicación y la estética en los procesos de virtualización","LIZARRALDE GÓMEZ, CHRISTIAN FELIPE, LÓPEZ ROJAS, ANA MARÍA","Signo y Pensamiento; 30(59); 248-263","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200017&lang=pt" 
"S0120-48232011000200014-col","Perspectivas y proyección profesional de la comunicación social","SALAZAR GÓMEZ, MÓNICA, SEPÚLVEDA, ROBERTO","Signo y Pensamiento; 30(59); 194-209","Signo y Pensamiento","Espanhol","2011","http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0120-48232011000200014&lang=pt" 
"S0004-05922011000400051-esp","Tasa de ovulación sincronizada con PGF2α y dinámica folicular en vacas criollo lechero tropical","Guerrero, H.L.J., Pérez-Hernández, P., López-Ortiz, S., Montiel Palacios, F., Estrella-García, A., Ahuja Aguirre, C.","Archivos de Zootecnia; 60(232); 1335-1338","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400051&lang=pt" 
"S0004-05922011000400046-esp","Situation de l&#039;élevage laitier aux Asturies (Espagne)","Barrio de Pedro, J.C.","Archivos de Zootecnia; 60(232); 1315-1318","Archivos de Zootecnia","Francês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400046&lang=pt" 
"S0004-05922011000400016-esp","Digestibilidade e parâmetros ruminais de bovinos consumindo Brachiaria brizantha cv. marandu","Queiroz, M.F.S., Berchielli, T.T., Morais, J.A.S., Messana, J.D., Malheiros, E.B., Ruggieri, A.C.","Archivos de Zootecnia; 60(232); 997-1008","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400016&lang=pt" 
"S0004-05922011000400023-esp","Desempenho e digestibilidade de novilhos zebuínos confinados recebendo leveduras vivas e monensina","Gomes, R.C., Antunes, M.T., Silva, S.L., Leme, P.R.","Archivos de Zootecnia; 60(232); 1077-1086","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400023&lang=pt" 
"S0004-05922011000400052-esp","Efeito de regimes alimentares sobre o peso corporal e parâmetros reprodutivos de cabras nativas","Nogueira, D.M., Voltolini, T.V., Moreira, J.N., Lopes Júnior, E.S., Oliveira, V.G. de","Archivos de Zootecnia; 60(232); 1339-1342","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400052&lang=pt" 
"S0004-05922011000400020-esp","Produção, composição bromatológica e índice de clorofila de braquiárias após o consórcio com milho","Pariz, C.M., Andreotti, M., Bergamaschine, A.F., Buzetti, S., Costa, N.R., Cavallini, M.C.","Archivos de Zootecnia; 60(232); 1041-1052","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400020&lang=pt" 
"S0004-05922011000400040-esp","Osmolaridade e taxa de diluição na ativação do sêmen criopreservado de Prochilodus lineatus","Felizardo, V.O., Murgas, L.D.S., Navarro, R.D., Gonçalves, A.C.S., Paulino, M.S.","Archivos de Zootecnia; 60(232); 1255-1262","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400040&lang=pt" 
"S0004-05922011000400042-esp","Predição dos fracionamentos de proteínas de Brachiaria brizantha cv Marandu utilizando RNA","Brennecke, K., Tech, A.R.B., Arce, A.I.C., Luz, P.H.C., Herling, V.R., Costa, E.J.X.","Archivos de Zootecnia; 60(232); 1271-1279","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400042&lang=pt" 
"S0004-05922011000400053-esp","Frequencia alélica e genotípica do gene DGAT1 em uma população de bovinos de leite","Silva, S.C.C., Vesco, A.P., Luizzeti, F., Gasparino, E., Bagatoli, A., Marques, L.A., Voltolini, D.S.M., Oliveria, D.P. de, Souza, K.R.S.","Archivos de Zootecnia; 60(232); 1343-1346","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400053&lang=pt" 
"S0004-05922011000400034-esp","Inoculação micorrízica arbuscular e adubação fosfatada no cultivo de forrageiras consorciadas","Carneiro, R.F.V., Martins, M.A., Araújo, A.S.F., Nunes, L.A.P.L.","Archivos de Zootecnia; 60(232); 1191-1202","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400034&lang=pt" 
"S0004-05922011000400033-esp","Altura a la cadera e indicadores productivos y reproductivos en vacas lecheras en pastoreo","Marini, P.R., Charmandarian, A., Krupick, M., Di Masso, R.J.","Archivos de Zootecnia; 60(232); 1181-1189","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400033&lang=pt" 
"S0004-05922011000400047-esp","Integridad de membrana y cromatina espermática en caprinos con y sin bipartición escrotal","Salviano, M.B., Souza, J.A.T., Vidigal, K.F., Cavalcante, T.V., Sarria-Perea, J.A., Lopes, F.B.","Archivos de Zootecnia; 60(232); 1319-1322","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400047&lang=pt" 
"S0004-05922011000400043-esp","Características de produção do capim-buffel submetido a intensidades e freqüências de corte","Edvan, R.L., Santos, E.M., Da Silva, D.S., De Andrade, A.P., Costa, R.G., Vasconcelos, W.A.","Archivos de Zootecnia; 60(232); 1281-1289","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400043&lang=pt" 
"S0004-05922011000400009-esp","Validação de modelos matemáticos para predição de consumo voluntário e ganho em peso de bovinos","Rezende, P.L.P., Neto, M.D.F., Restle, J., Fernandes, J.J.R., Pádua, J.T., Queiroz, G.A.B.","Archivos de Zootecnia; 60(232); 921-930","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400009&lang=pt" 
"S0004-05922011000400021-esp","Efeito do uso de complexo enzimático em rações para frangos de corte","Cardoso, D.M., Maciel, M.P., Passos, D.P., Silva, F.V., Reis, S.T., Aiura, F.S.","Archivos de Zootecnia; 60(232); 1053-1064","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400021&lang=pt" 
"S0004-05922011000400005-esp","Canales y márgenes de comercialización del queso añejo en Zacazonapan, México","Rebollar Rebollar, S., Hernández Martínez, J., González Razo, F.J., García Martínez, A., Albarrán Portillo, B., Rojo Rubio, R.","Archivos de Zootecnia; 60(232); 883-889","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400005&lang=pt" 
"S0004-05922011000400038-esp","Eficiência da suplementação alimentar em tilápias do nilo usando modelo exponencial de crescimento","García, F., Santos, V.B., Moraes, F.R.","Archivos de Zootecnia; 60(232); 1239-1246","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400038&lang=pt" 
"S0004-05922011000400019-esp","Composição química e características fermentativas de silagens de cana-de-açúcar contendo farelo de babaçu","Rezende, A.A.S., Pascoal, L.A.F., Van Cleef, E.H.C.B., Gonçalves, J.S., Olszevski, N., Bezerra, A.P.A.","Archivos de Zootecnia; 60(232); 1031-1039","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400019&lang=pt" 
"S0004-05922011000400048-esp","Circadian variation in locomotor and feeding periods of two land snail species","Ademolu, K.O., Jayeola, O.A., Idowu, A.B., Elemide, I.O.","Archivos de Zootecnia; 60(232); 1323-1326","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400048&lang=pt" 
"S0004-05922011000400054-esp","Desempenho reprodutivo de novilhas de corte expostas a diferentes métodos de bioestimulação","Menezes, L.M., Brauner, C.C., Pimentel, M.A., Moraes, J.C.F., Amaral, F.A.","Archivos de Zootecnia; 60(232); 1347-1350","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400054&lang=pt" 
"S0004-05922011000400027-esp","Discriminant analysis of sexual dimorphism in morphological traits of African Muscovy ducks","Yakubu, A.","Archivos de Zootecnia; 60(232); 1115-1123","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400027&lang=pt" 
"S0004-05922011000400006-esp","Comportamento ingestivo de ovelhas submetidas ou não à restrição nutricional durante a gestação","Benevides, Y.I., Campos, W.E., Rodriguez, N.M., Macedo Junior, G.L., Borges, I., Ferreira, M.I.C., Brito, T.S., Pires, C.P.","Archivos de Zootecnia; 60(232); 891-901","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400006&lang=pt" 
"S0004-05922011000400037-esp","Perfil fermentativo e valor nutritivo de silagem de capim-elefante inoculada com Streptococcus bovis","Ferreira, D.J., Zanine, A.M., Santos, E.M., Lana, R.P., Silva, W.L., Souza, A.L., Pereira, O.G.","Archivos de Zootecnia; 60(232); 1223-1228","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400037&lang=pt" 
"S0004-05922011000400012-esp","Combining abilities of growth traits among pure and crossbred meat type chickens","Adebambo, A.O., Ikeobi, C.O.N., Ozoje, M.O., Oduguwa, O.O., Adebambo Olufunmilayo, A.","Archivos de Zootecnia; 60(232); 953-963","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400012&lang=pt" 
"S0004-05922011000400025-esp","Evaluation of cold water and vitamin C on broiler growth during hot-dry season in sw Nigeria","Abioja, M.O., Osinowo, O.A., Smith, O.F., Eruvbetine, D., Abiona, J.A.","Archivos de Zootecnia; 60(232); 1095-1103","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400025&lang=pt" 
"S0004-05922011000400002-esp","Estimación de parámetros genéticos para la producción de leche en lactancias de vacas Mambí de Cuba","Hernández, A., Ponce de León, R., Guerra, D., García, S.M.","Archivos de Zootecnia; 60(232); 851-858","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400002&lang=pt" 
"S0004-05922011000400039-esp","Frecuencia de alimentación e iluminación nocturna y productividad de vaquillas para engorda en verano","Avendaño, L., Alvarez, F.D., Correa, A., Torrentera, N.G., Torres, V., Ray, D.E.","Archivos de Zootecnia; 60(232); 1247-1254","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400039&lang=pt" 
"S0004-05922011000400032-esp","Origin of Cuban Creole cattle inferred by patri- and matrilineages","Lirón, J.P., Acosta, A., Rogberg-Muñoz, A., Uffo, O., Posik, D.M., García, J., Peral García, P., Giovambattista, G.","Archivos de Zootecnia; 60(232); 1171-1180","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400032&lang=pt" 
"S0004-05922011000400055-esp","Productive characterisation of a goat breed: study of growth and CSN1S1 gene polymorphism","Vidilla, M., Ferrando, A., Villalba, D., Jordana, J.","Archivos de Zootecnia; 60(232); 1351-1354","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400055&lang=pt" 
"S0004-05922011000400031-esp","Atividades enzimáticasde girinos de rã-touro submetidos a rações com níveis de proteína","Seixas Filho, J.T. de, Oliveira, M.G.A., Navarro, R.D., Garcia, S.L.R., Moura, G. de S., Ribeiro Filho, O.P.","Archivos de Zootecnia; 60(232); 1161-1170","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400031&lang=pt" 
"S0004-05922011000400030-esp","Diversidade tipológica do manejo rural feminino no semiárido brasileiro","Vidal, D.L.","Archivos de Zootecnia; 60(232); 1149-1160","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400030&lang=pt" 
"S0004-05922011000400018-esp","Recuperação de oócitos e produção in vitro de embriões de vacas estimuladas com FSH ou ECG","Ribeiro, L.V.P., Rigolon, L.P., Cavalieri, F.L.B., Seko, M.B., Martinez, A.C., Ribeiro, M.G., Martins, R.R., Ávila, M.R., De Conti, J.B.","Archivos de Zootecnia; 60(232); 1021-1029","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400018&lang=pt" 
"S0004-05922011000400010-esp","Valor nutricional e características estruturais de gramíneas tropicais sob adubação nitrogenada","Castagnara, D.D., Mesquita, E.E., Neres, M.A., Oliveira, P.S.R., Deminicis, B.B., Bamberg, R.","Archivos de Zootecnia; 60(232); 931-942","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400010&lang=pt" 
"S0004-05922011000400011-esp","Determinación de producción de metano en caprinos alimentados con dietas con distintos cereales","López, M.C., Ródenas, L., Piquer, O., Cerisuelo, A., Cervera, C., Fernández, C.","Archivos de Zootecnia; 60(232); 943-951","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400011&lang=pt" 
"S0004-05922011000400028-esp","Ecuaciones predictoras de la composición tisular de la canal en dos razas ovinas canarias","Camacho, A., Pérez, V., Mata, J., Bermejo, L.A.","Archivos de Zootecnia; 60(232); 1125-1135","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400028&lang=pt" 
"S0004-05922011000400007-esp","Consumo, digestibilidade e parâmetros sanguíneos de cordeiros submetidos a dietas com torta de dendê","Nunes, A.S., Oliveira, R.L., Borja, M.S., Bagaldo, A.R., Macome, F.M., Jesus, I.B., Silva, T.M., Barbosa, L.P., Garcez Neto, A.F.","Archivos de Zootecnia; 60(232); 903-912","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400007&lang=pt" 
"S0004-05922011000400026-esp","Desenvolvimento do sistema digestório de frangos de corte alimentados com farinha de batata doce","Nunes, J.K., Gonçalves, F.M., Dallmann, H.M., Gentilini, F.P., Anciuti, M.A., Rutz, F., Maier, J.C., Silva, J.G.C. da","Archivos de Zootecnia; 60(232); 1105-1114","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400026&lang=pt" 
"S0004-05922011000400022-esp","Destete precoz y desempeño reproductivo en vacas tratadas con progesterona intravaginal","Vittone, J.S, Aller, J.F., Otero, G., Scena, C., Alberio, R.H., Cano, A.","Archivos de Zootecnia; 60(232); 1065-1076","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400022&lang=pt" 
"S0004-05922011000400001-esp","Níveis de fitase em rações para suínos em fase de terminação","Lozano, A.P., Pacheco, G.D., Silva, C.A., Bridi, A.M., Silva, R.A.M., Vinokurovas, S.L., Dalto, D.B., Tarsitano, M.A., Agostini, P.S.","Archivos de Zootecnia; 60(232); 839-850","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400001&lang=pt" 
"S0004-05922011000400045-esp","Sanitary and nutritional characterization of honeybee colonies in Eucalyptus grandis plantations","Invernizzi, C., Santos, E., García, E., Daners, G., Di Landro, R., Saadoun, A., Cabrera, C.","Archivos de Zootecnia; 60(232); 1303-1314","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400045&lang=pt" 
"S0004-05922011000400041-esp","Características do sêmen de tambaqui (Colossoma macropomum) em latitude equatorial","Vieira, M.J.A.F., Carvalho, M.A.M., Salmito-Vanderley, C.S.B., Salgueiro, C.C. de M., Viveiros, A.T.M., Moura, A.A.A.N., Nunes, J.F.","Archivos de Zootecnia; 60(232); 1263-1270","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400041&lang=pt" 
"S0004-05922011000400036-esp","Genetic diversity of brazilian buffaloes (Bubalus bubalis) using DNA microsatellites","Marques, J.R.F., Martínez, A.M., Costa, M.R., Albuquerque, M.S.M., Quiroz, J., Vega-Pla, J.L., Delgado, J.V.","Archivos de Zootecnia; 60(232); 1213-1221","Archivos de Zootecnia","Inglês","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400036&lang=pt" 
"S0004-05922011000400003-esp","Comportamento ingestivo diurno de vacas Girolandas, sob diferentes taxas de lotação","Silva, A.M., Modesto, E.C., Lira, C.C., Santos, M.V.F., Brasil, L.H.A., Lira, M.A., Dubeux Júnior, J.C.B., Mello, A.C.L.","Archivos de Zootecnia; 60(232); 859-870","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400003&lang=pt" 
"S0004-05922011000400013-esp","Evaluación de la productividad primaria de un pastizal templado en Santa Fe, Argentina","Martín, B., Galleano, V., Spiller, L.C., Vilche, M.S., Montico, S.","Archivos de Zootecnia; 60(232); 965-975","Archivos de Zootecnia","Espanhol","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400013&lang=pt" 
"S0004-05922011000400029-esp","Fator trabalho no manejo rural no semiárido nordestino, Brasil","Vidal, D.L.","Archivos de Zootecnia; 60(232); 1137-1148","Archivos de Zootecnia","Português","2011","http://scielo.isciii.es/scielo.php?script=sci_arttext&pid=S0004-05922011000400029&lang=pt" 
